delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
0,0.748,0.016,0.24,0.019,0.021
0,0.799,0,0.51,0,0.021
0,0.836,0,0.694,0,0.022
0,0.833,0,0.738,0,0.033
0,0.761,0,0.753,0,0.05
0,0.717,0,0.74,0,0.051
0,0.777,0,0.701,0,0.048
0,0.817,0,0.654,0,0.064
0,0.823,0,0.622,0,0.095
0,0.805,0,0.58,0,0.104
0,0.788,0,0.515,0,0.104
0,0.784,0,0.471,0,0.103
0,0.777,0,0.455,0,0.087
0.008,0.757,0.018,0.372,0,0.092
0.282,0.51,0.324,0.176,0.118,0.099
0.529,0.196,0.55,0.304,0.367,0.06
0.69,0.178,0.701,0.332,0.567,0.004
0.776,0.71,0.792,0.219,0.689,0.001
0.791,0.505,0.83,0.176,0.759,0.007
0.778,0.312,0.822,0.193,0.769,0.014
0.71,0.256,0.767,0.228,0.725,0.016
0.567,0.254,0.657,0.25,0.624,0.01
0.37,0.25,0.491,0.244,0.456,0.004
0.117,0.266,0.254,0.232,0.222,0.001
0,0.268,0.017,0.335,0.019,0
0,0.321,0,0.529,0,0.001
0,0.461,0,0.691,0,0.01
0,0.444,0,0.761,0,0.043
0,0.381,0,0.771,0,0.106
0,0.381,0,0.764,0,0.196
0,0.445,0,0.747,0,0.297
0,0.416,0,0.72,0,0.346
0,0.306,0,0.713,0,0.334
0,0.359,0,0.67,0,0.295
0,0.408,0,0.573,0,0.255
0,0.272,0,0.487,0,0.205
0,0.201,0,0.448,0,0.238
0.005,0.316,0.019,0.394,0,0.326
0.175,0.365,0.313,0.144,0.073,0.391
0.284,0.111,0.528,0.097,0.298,0.258
0.362,0.016,0.674,0.162,0.502,0.132
0.44,0.041,0.773,0.078,0.594,0.088
0.441,0.08,0.813,0.045,0.574,0.055
0.238,0.079,0.805,0.036,0.578,0.055
0.156,0.087,0.751,0.035,0.599,0.079
0.139,0.086,0.645,0.035,0.518,0.084
0.134,0.079,0.483,0.034,0.387,0.074
0.057,0.069,0.252,0.045,0.176,0.064
0,0.048,0.018,0.127,0.013,0.073
0,0.037,0,0.257,0,0.105
0,0.031,0,0.432,0,0.176
0,0.036,0,0.57,0,0.271
0,0.06,0,0.631,0,0.422
0,0.112,0,0.663,0,0.698
0,0.181,0,0.658,0,0.598
0,0.201,0,0.601,0,0.028
0,0.224,0,0.48,0,0.208
0,0.297,0,0.38,0,0.59
0,0.348,0,0.384,0,0.661
0,0.341,0,0.363,0,0.618
0,0.322,0,0.297,0,0.529
0.004,0.361,0.016,0.243,0,0.391
0.18,0.35,0.289,0.093,0.043,0.225
0.401,0.114,0.513,0.126,0.224,0.083
0.554,0.117,0.66,0.266,0.494,0.014
0.622,0.451,0.718,0.172,0.659,0
0.651,0.44,0.608,0.088,0.731,0.009
0.603,0.412,0.499,0.046,0.751,0.035
0.506,0.425,0.549,0.038,0.708,0.069
0.358,0.46,0.48,0.049,0.625,0.119
0.212,0.442,0.386,0.062,0.461,0.219
0.057,0.479,0.2,0.08,0.231,0.371
0,0.56,0.011,0.22,0.023,0.59
0,0.616,0,0.537,0,0.713
0,0.685,0,0.771,0,0.735
0,0.759,0,0.849,0,0.717
0,0.81,0,0.852,0,0.692
0,0.809,0,0.822,0,0.691
0,0.775,0,0.755,0,0.706
0,0.731,0,0.642,0,0.728
0,0.662,0,0.499,0,0.748
0,0.523,0,0.447,0,0.748
0,0.33,0,0.405,0,0.723
0,0.18,0,0.359,0,0.679
0,0.105,0,0.438,0,0.632
0.002,0.068,0.01,0.483,0,0.577
0.122,0.05,0.234,0.318,0.145,0.419
0.333,0.028,0.459,0.563,0.399,0.203
0.497,0.032,0.612,0.453,0.597,0.283
0.599,0.058,0.707,0.217,0.721,0.246
0.614,0.041,0.74,0.084,0.787,0.216
0.615,0.016,0.735,0.03,0.796,0.222
0.542,0.006,0.681,0.015,0.749,0.226
0.435,0.001,0.576,0.013,0.646,0.218
0.252,0.002,0.411,0.014,0.48,0.212
0.065,0.039,0.187,0.014,0.245,0.222
0,0.222,0.01,0.062,0.026,0.286
0,0.475,0,0.235,0,0.385
0,0.64,0,0.489,0,0.474
0,0.685,0,0.568,0,0.531
0,0.685,0,0.522,0,0.55
0,0.697,0,0.505,0,0.539
0,0.713,0,0.491,0,0.506
0,0.709,0,0.441,0,0.468
0,0.691,0,0.422,0,0.445
0,0.65,0,0.407,0,0.474
0,0.601,0,0.312,0,0.443
0,0.556,0,0.232,0,0.359
0,0.52,0,0.2,0,0.445
0.004,0.506,0.009,0.176,0,0.531
0.16,0.317,0.201,0.087,0.162,0.468
0.388,0.1,0.423,0.129,0.415,0.208
0.566,0.079,0.578,0.145,0.608,0.293
0.669,0.104,0.671,0.083,0.73,0.322
0.619,0.065,0.701,0.041,0.792,0.315
0.604,0.049,0.691,0.021,0.798,0.302
0.531,0.053,0.581,0.011,0.752,0.261
0.427,0.068,0.459,0.005,0.644,0.22
0.245,0.093,0.262,0.006,0.477,0.198
0.065,0.16,0.08,0.017,0.241,0.213
0,0.249,0.002,0.102,0.026,0.29
0,0.337,0,0.297,0,0.36
0,0.414,0,0.471,0,0.397
0,0.474,0,0.563,0,0.378
0,0.516,0,0.614,0,0.303
0,0.545,0,0.661,0,0.255
0,0.563,0,0.688,0,0.26
0,0.546,0,0.688,0,0.269
0,0.489,0,0.692,0,0.246
0,0.424,0,0.678,0,0.225
0,0.389,0,0.628,0,0.196
0,0.373,0,0.541,0,0.149
0,0.35,0,0.471,0,0.137
0.006,0.341,0.007,0.435,0,0.16
0.194,0.244,0.147,0.232,0.149,0.177
0.433,0.078,0.335,0.436,0.396,0.112
0.604,0.052,0.523,0.45,0.593,0.115
0.702,0.054,0.648,0.356,0.715,0.199
0.715,0.042,0.672,0.275,0.761,0.168
0.703,0.037,0.666,0.211,0.771,0.128
0.634,0.038,0.59,0.16,0.727,0.085
0.467,0.045,0.45,0.133,0.634,0.075
0.278,0.056,0.263,0.139,0.471,0.099
0.078,0.089,0.092,0.176,0.242,0.137
0,0.127,0.004,0.296,0.028,0.243
0,0.147,0,0.456,0,0.376
0,0.152,0,0.58,0,0.483
0,0.176,0,0.668,0,0.526
0,0.212,0,0.715,0,0.545
0,0.269,0,0.738,0,0.541
0,0.315,0,0.737,0,0.521
0,0.299,0,0.712,0,0.483
0,0.212,0,0.685,0,0.441
0,0.133,0,0.67,0,0.497
0,0.139,0,0.674,0,0.614
0,0.226,0,0.67,0,0.708
0,0.283,0,0.665,0,0.77
0.008,0.227,0.01,0.633,0,0.799
0.225,0.112,0.202,0.472,0.176,0.756
0.468,0.017,0.423,0.665,0.416,0.407
0.633,0.003,0.579,0.738,0.601,0.149
0.718,0.001,0.678,0.688,0.711,0.204
0.74,0.004,0.701,0.576,0.763,0.026
0.72,0.025,0.698,0.413,0.767,0.001
0.655,0.069,0.644,0.255,0.719,0.003
0.531,0.109,0.532,0.151,0.601,0.006
0.342,0.099,0.365,0.101,0.454,0.009
0.108,0.113,0.156,0.091,0.24,0.018
0,0.152,0.009,0.169,0.029,0.089
0,0.147,0,0.316,0,0.237
0,0.134,0,0.433,0,0.405
0,0.107,0,0.511,0,0.508
0,0.072,0,0.559,0,0.508
0,0.073,0,0.587,0,0.494
0,0.098,0,0.608,0,0.428
0,0.145,0,0.635,0,0.36
0,0.249,0,0.652,0,0.31
0,0.294,0,0.578,0,0.23
0,0.238,0,0.454,0,0.126
0,0.189,0,0.385,0,0.055
0,0.147,0,0.377,0,0.026
0.001,0.098,0.01,0.371,0,0.032
0.062,0.07,0.202,0.21,0.134,0.067
0.21,0.036,0.425,0.263,0.366,0.06
0.444,0.026,0.57,0.226,0.572,0.049
0.586,0.037,0.659,0.159,0.697,0.112
0.609,0.03,0.683,0.112,0.75,0.075
0.598,0.021,0.687,0.077,0.757,0.037
0.511,0.018,0.636,0.044,0.71,0.015
0.373,0.018,0.524,0.021,0.606,0.017
0.208,0.018,0.36,0.012,0.462,0.03
0.053,0.029,0.156,0.013,0.237,0.044
0,0.053,0.009,0.05,0.028,0.091
0,0.103,0,0.135,0,0.114
0,0.173,0,0.225,0,0.099
0,0.261,0,0.315,0,0.076
0,0.336,0,0.387,0,0.069
0,0.377,0,0.418,0,0.078
0,0.379,0,0.42,0,0.114
0,0.379,0,0.384,0,0.215
0,0.387,0,0.33,0,0.44
0,0.37,0,0.264,0,0.668
0,0.329,0,0.211,0,0.752
0,0.33,0,0.202,0,0.748
0,0.392,0,0.236,0,0.712
0.002,0.468,0.011,0.29,0,0.67
0.103,0.348,0.202,0.173,0.127,0.507
0.267,0.125,0.42,0.174,0.368,0.222
0.429,0.194,0.575,0.122,0.558,0.161
0.511,0.205,0.67,0.045,0.681,0.107
0.527,0.152,0.704,0.02,0.727,0.068
0.496,0.113,0.698,0.021,0.745,0.126
0.402,0.102,0.643,0.03,0.702,0.26
0.289,0.135,0.524,0.048,0.586,0.376
0.178,0.273,0.364,0.073,0.42,0.439
0.06,0.563,0.157,0.102,0.199,0.504
0,0.78,0.009,0.15,0.021,0.67
0,0.817,0,0.252,0,0.792
0,0.802,0,0.319,0,0.788
0,0.771,0,0.352,0,0.74
0,0.73,0,0.329,0,0.682
0,0.685,0,0.332,0,0.636
0,0.606,0,0.29,0,0.632
0,0.551,0,0.229,0,0.65
0,0.59,0,0.191,0,0.663
0,0.584,0,0.148,0,0.588
0,0.498,0,0.106,0,0.436
0,0.458,0,0.077,0,0.32
0,0.458,0,0.058,0,0.245
0.003,0.523,0.019,0.048,0,0.2
0.112,0.581,0.283,0.024,0.161,0.174
0.273,0.808,0.506,0,0.42,0.114
0.403,0.92,0.661,0.001,0.617,0.142
0.538,0.932,0.755,0.014,0.737,0.348
0.589,0.924,0.796,0.052,0.789,0.553
0.567,0.906,0.787,0.113,0.8,0.599
0.473,0.876,0.73,0.184,0.756,0.577
0.395,0.82,0.626,0.25,0.653,0.516
0.257,0.685,0.461,0.32,0.489,0.45
0.073,0.564,0.233,0.377,0.257,0.37
0,0.578,0.019,0.468,0.034,0.307
0,0.467,0,0.664,0,0.264
0,0.33,0,0.771,0,0.237
0,0.32,0,0.787,0,0.249
0,0.317,0,0.761,0,0.259
0,0.269,0,0.689,0,0.257
0,0.356,0,0.564,0,0.262
0,0.527,0,0.475,0,0.269
0,0.685,0,0.453,0,0.285
0,0.673,0,0.453,0,0.352
0,0.551,0,0.415,0,0.433
0,0.392,0,0.368,0,0.51
0,0.272,0,0.345,0,0.587
0.012,0.207,0.019,0.33,0,0.654
0.243,0.135,0.277,0.457,0.164,0.624
0.484,0.059,0.511,0.399,0.419,0.306
0.647,0.072,0.677,0.207,0.612,0.192
0.743,0.034,0.775,0.074,0.733,0.222
0.771,0.016,0.819,0.016,0.744,0.16
0.755,0.012,0.81,0.023,0.758,0.08
0.683,0.016,0.753,0.085,0.714,0.029
0.551,0.048,0.647,0.155,0.545,0.016
0.353,0.135,0.479,0.211,0.373,0.034
0.115,0.362,0.247,0.235,0.165,0.121
0,0.694,0.023,0.254,0.017,0.342
0,0.844,0,0.346,0,0.601
0,0.887,0,0.439,0,0.761
0,0.878,0,0.52,0,0.811
0,0.852,0,0.618,0,0.808
0,0.829,0,0.692,0,0.776
0,0.808,0,0.72,0,0.7
0,0.8,0,0.701,0,0.595
0,0.816,0,0.655,0,0.476
0,0.805,0,0.608,0,0.423
0,0.756,0,0.556,0,0.432
0,0.713,0,0.502,0,0.41
0,0.68,0,0.46,0,0.335
0.016,0.641,0.024,0.381,0,0.267
0.274,0.339,0.315,0.183,0.179,0.188
0.51,0.149,0.546,0.187,0.437,0.054
0.667,0.568,0.705,0.173,0.63,0.014
0.761,0.6,0.801,0.101,0.745,0.001
0.786,0.434,0.843,0.009,0.799,0
0.773,0.29,0.836,0.003,0.811,0
0.705,0.215,0.781,0.002,0.769,0
0.576,0.177,0.673,0.001,0.676,0
0.383,0.151,0.508,0,0.516,0
0.137,0.185,0.277,0,0.286,0.001
0,0.271,0.032,0.011,0.044,0.013
0,0.378,0,0.118,0,0.043
0,0.486,0,0.303,0,0.073
0,0.565,0,0.457,0,0.109
0,0.611,0,0.545,0,0.148
0,0.598,0,0.57,0,0.206
0,0.448,0,0.539,0,0.248
0,0.296,0,0.494,0,0.256
0,0.359,0,0.455,0,0.205
0,0.465,0,0.41,0,0.124
0,0.49,0,0.367,0,0.074
0,0.459,0,0.33,0,0.112
0,0.356,0,0.297,0,0.236
0.009,0.256,0.03,0.256,0,0.292
0.203,0.172,0.331,0.114,0.13,0.317
0.331,0.051,0.55,0.112,0.402,0.222
0.231,0.021,0.695,0.159,0.601,0.104
0.375,0.061,0.784,0.101,0.711,0.063
0.675,0.085,0.817,0.031,0.757,0.034
0.69,0.075,0.805,0.011,0.763,0.012
0.488,0.083,0.748,0.005,0.737,0.002
0.416,0.081,0.643,0.002,0.65,0
0.226,0.063,0.483,0.001,0.5,0
0.069,0.057,0.261,0,0.28,0.002
0,0.047,0.029,0.001,0.045,0.018
0,0.036,0,0.025,0,0.066
0,0.029,0,0.095,0,0.163
0,0.022,0,0.183,0,0.268
0,0.016,0,0.27,0,0.373
0,0.021,0,0.316,0,0.491
0,0.034,0,0.324,0,0.542
0,0.058,0,0.312,0,0.556
0,0.072,0,0.288,0,0.551
0,0.066,0,0.265,0,0.574
0,0.053,0,0.257,0,0.58
0,0.048,0,0.242,0,0.616
0,0.021,0,0.227,0,0.68
0.007,0.009,0.029,0.237,0,0.635
0.116,0.006,0.317,0.16,0.06,0.481
0.28,0.003,0.53,0.215,0.27,0.212
0.38,0.002,0.669,0.224,0.414,0.135
0.471,0.007,0.755,0.144,0.444,0.156
0.478,0.006,0.79,0.093,0.451,0.121
0.441,0.006,0.782,0.065,0.395,0.122
0.332,0.006,0.729,0.037,0.311,0.126
0.232,0.007,0.622,0.026,0.256,0.184
0.118,0.015,0.464,0.039,0.273,0.17
0.039,0.049,0.243,0.073,0.101,0.127
0,0.093,0.025,0.17,0.013,0.278
0,0.121,0,0.354,0,0.52
0,0.124,0,0.494,0,0.654
0,0.141,0,0.537,0,0.698
0,0.111,0,0.543,0,0.728
0,0.132,0,0.569,0,0.723
0,0.224,0,0.59,0,0.723
0,0.209,0,0.551,0,0.71
0,0.179,0,0.505,0,0.67
0,0.172,0,0.527,0,0.658
0,0.15,0,0.6,0,0.704
0,0.122,0,0.685,0,0.764
0,0.135,0,0.713,0,0.775
0.005,0.25,0.021,0.628,0,0.765
0.064,0.131,0.267,0.443,0.142,0.635
0.092,0.024,0.48,0.434,0.387,0.307
0.178,0,0.621,0.275,0.575,0.386
0.36,0,0.705,0.144,0.691,0.495
0.587,0.003,0.726,0.106,0.746,0.394
0.664,0.004,0.719,0.096,0.755,0.308
0.556,0.001,0.664,0.094,0.711,0.222
0.317,0,0.534,0.102,0.616,0.144
0.158,0.001,0.371,0.125,0.443,0.11
0.061,0.009,0.165,0.17,0.2,0.126
0,0.02,0.012,0.302,0.015,0.28
0,0.028,0,0.499,0,0.573
0,0.024,0,0.632,0,0.792
0,0.022,0,0.713,0,0.87
0,0.034,0,0.753,0,0.887
0,0.065,0,0.768,0,0.876
0,0.112,0,0.775,0,0.845
0,0.135,0,0.775,0,0.824
0,0.136,0,0.759,0,0.801
0,0.124,0,0.707,0,0.74
0,0.079,0,0.677,0,0.654
0,0.043,0,0.665,0,0.589
0,0.033,0,0.639,0,0.572
0.004,0.022,0.011,0.559,0,0.564
0.072,0.014,0.165,0.394,0.181,0.43
0.163,0.005,0.36,0.465,0.431,0.197
0.243,0.001,0.517,0.379,0.612,0.119
0.283,0.018,0.607,0.272,0.708,0.012
0.324,0.018,0.675,0.206,0.757,0.001
0.318,0.005,0.657,0.161,0.768,0.038
0.257,0,0.568,0.123,0.723,0.09
0.187,0,0.424,0.095,0.609,0.07
0.116,0,0.26,0.088,0.45,0.043
0.039,0.003,0.115,0.095,0.233,0.041
0,0.015,0.008,0.148,0.032,0.136
0,0.032,0,0.239,0,0.359
0,0.041,0,0.349,0,0.57
0,0.041,0,0.452,0,0.679
0,0.054,0,0.523,0,0.707
0,0.103,0,0.564,0,0.724
0,0.209,0,0.548,0,0.718
0,0.367,0,0.508,0,0.692
0,0.513,0,0.512,0,0.663
0,0.55,0,0.538,0,0.645
0,0.508,0,0.546,0,0.648
0,0.452,0,0.562,0,0.656
0,0.398,0,0.577,0,0.661
0.001,0.346,0.014,0.531,0,0.636
0.04,0.285,0.219,0.274,0.122,0.483
0.114,0.247,0.434,0.236,0.361,0.219
0.235,0.269,0.59,0.124,0.555,0.453
0.36,0.476,0.689,0.069,0.679,0.632
0.418,0.72,0.727,0.05,0.721,0.559
0.415,0.768,0.725,0.045,0.734,0.505
0.49,0.753,0.673,0.041,0.692,0.486
0.432,0.594,0.564,0.03,0.615,0.442
0.273,0.41,0.403,0.021,0.459,0.383
0.088,0.588,0.192,0.015,0.242,0.314
0,0.878,0.017,0.019,0.036,0.313
0,0.919,0,0.056,0,0.343
0,0.86,0,0.148,0,0.34
0,0.768,0,0.229,0,0.295
0,0.693,0,0.239,0,0.205
0,0.642,0,0.225,0,0.111
0,0.598,0,0.241,0,0.057
0,0.534,0,0.294,0,0.046
0,0.456,0,0.354,0,0.073
0,0.346,0,0.344,0,0.122
0,0.236,0,0.267,0,0.164
0,0.148,0,0.19,0,0.182
0,0.08,0,0.144,0,0.177
0.008,0.039,0.02,0.112,0,0.169
0.113,0.014,0.252,0.039,0.207,0.158
0.265,0.011,0.468,0.035,0.452,0.069
0.381,0.015,0.622,0.027,0.631,0.031
0.483,0.019,0.716,0.014,0.744,0.002
0.551,0.018,0.755,0.01,0.788,0.004
0.567,0.016,0.749,0.016,0.798,0.017
0.514,0.018,0.696,0.039,0.757,0.036
0.394,0.019,0.598,0.071,0.647,0.057
0.244,0.027,0.442,0.099,0.488,0.077
0.068,0.073,0.228,0.131,0.266,0.08
0,0.247,0.025,0.179,0.044,0.112
0,0.466,0,0.316,0,0.142
0,0.564,0,0.551,0,0.152
0,0.545,0,0.732,0,0.149
0,0.458,0,0.792,0,0.151
0,0.354,0,0.756,0,0.163
0,0.243,0,0.649,0,0.183
0,0.153,0,0.579,0,0.254
0,0.102,0,0.545,0,0.282
0,0.083,0,0.531,0,0.302
0,0.08,0,0.534,0,0.267
0,0.081,0,0.508,0,0.278
0,0.083,0,0.468,0,0.303
0.007,0.074,0.029,0.354,0,0.342
0.111,0.025,0.292,0.175,0.18,0.377
0.275,0.008,0.504,0.176,0.429,0.184
0.515,0.004,0.654,0.01,0.613,0.081
0.682,0.001,0.748,0.003,0.729,0.051
0.742,0.002,0.789,0.009,0.794,0.025
0.734,0.016,0.783,0.016,0.802,0.011
0.672,0.049,0.729,0.021,0.76,0.006
0.535,0.086,0.623,0.024,0.669,0.001
0.359,0.121,0.463,0.023,0.515,0.001
0.137,0.17,0.245,0.021,0.296,0.004
0.001,0.293,0.03,0.024,0.056,0.015
0,0.403,0,0.039,0,0.048
0,0.445,0,0.085,0,0.113
0,0.471,0,0.158,0,0.256
0,0.512,0,0.244,0,0.453
0,0.54,0,0.355,0,0.54
0,0.552,0,0.439,0,0.566
0,0.531,0,0.459,0,0.541
0,0.464,0,0.442,0,0.51
0,0.473,0,0.403,0,0.494
0,0.554,0,0.366,0,0.489
0,0.608,0,0.341,0,0.436
0,0.663,0,0.303,0,0.41
0.022,0.683,0.029,0.219,0,0.336
0.258,0.359,0.292,0.059,0.152,0.311
0.49,0.163,0.506,0.036,0.358,0.194
0.647,0.565,0.653,0,0.539,0.097
0.738,0.523,0.745,0.002,0.672,0.026
0.734,0.434,0.785,0.007,0.741,0.025
0.731,0.333,0.778,0.012,0.731,0.075
0.665,0.335,0.726,0.018,0.539,0.109
0.505,0.336,0.627,0.027,0.399,0.111
0.257,0.339,0.469,0.039,0.415,0.166
0.098,0.34,0.252,0.064,0.176,0.19
0.001,0.26,0.033,0.136,0.01,0.214
0,0.152,0,0.211,0,0.189
0,0.134,0,0.226,0,0.119
0,0.208,0,0.226,0,0.044
0,0.233,0,0.232,0,0.058
0,0.209,0,0.225,0,0.16
0,0.147,0,0.198,0,0.383
0,0.159,0,0.179,0,0.556
0,0.138,0,0.177,0,0.575
0,0.157,0,0.168,0,0.556
0,0.173,0,0.153,0,0.516
0,0.136,0,0.135,0,0.485
0,0.068,0,0.109,0,0.465
0.02,0.021,0.03,0.083,0,0.688
0.233,0.003,0.287,0.028,0.037,0.479
0.455,0.001,0.496,0.026,0.279,0.241
0.609,0.01,0.642,0.038,0.495,0.318
0.689,0.08,0.732,0.02,0.671,0.541
0.609,0.135,0.774,0.017,0.733,0.6
0.592,0.132,0.767,0.027,0.739,0.651
0.578,0.134,0.718,0.052,0.694,0.68
0.462,0.117,0.615,0.074,0.571,0.706
0.305,0.105,0.461,0.083,0.412,0.717
0.112,0.16,0.246,0.085,0.205,0.663
0.001,0.423,0.032,0.112,0.03,0.539
0,0.614,0,0.129,0,0.362
0,0.659,0,0.124,0,0.17
0,0.688,0,0.092,0,0.057
0,0.728,0,0.05,0,0.02
0,0.759,0,0.023,0,0.046
0,0.735,0,0.016,0,0.107
0,0.701,0,0.012,0,0.167
0,0.701,0,0.011,0,0.259
0,0.684,0,0.011,0,0.33
0,0.618,0,0.007,0,0.368
0,0.513,0,0.003,0,0.384
0,0.362,0,0.001,0,0.391
0.018,0.212,0.03,0.002,0,0.38
0.216,0.069,0.284,0.006,0.075,0.285
0.44,0.011,0.493,0.048,0.175,0.193
0.598,0.003,0.638,0.141,0.266,0.187
0.674,0.001,0.726,0.083,0.392,0.143
0.578,0.003,0.764,0.036,0.476,0.085
0.472,0.005,0.758,0.011,0.424,0.041
0.322,0.008,0.706,0.004,0.352,0.018
0.21,0.006,0.606,0.003,0.245,0.009
0.106,0.004,0.452,0.007,0.155,0.005
0.035,0.012,0.241,0.021,0.064,0.004
0,0.05,0.032,0.09,0.006,0.013
0,0.126,0,0.179,0,0.065
0,0.244,0,0.21,0,0.216
0,0.379,0,0.164,0,0.396
0,0.495,0,0.091,0,0.395
0,0.577,0,0.059,0,0.184
0,0.623,0,0.043,0,0.078
0,0.646,0,0.035,0,0.097
0,0.531,0,0.033,0,0.189
0,0.431,0,0.026,0,0.296
0,0.448,0,0.021,0,0.196
0,0.402,0,0.053,0,0.138
0,0.219,0,0.212,0,0.132
0.006,0.194,0.03,0.439,0,0.191
0.033,0.202,0.276,0.453,0.024,0.329
0.09,0.053,0.482,0.547,0.117,0.306
0.14,0.023,0.621,0.488,0.343,0.191
0.252,0.124,0.708,0.362,0.603,0.049
0.392,0.215,0.742,0.247,0.683,0.242
0.411,0.29,0.734,0.17,0.671,0.689
0.471,0.446,0.68,0.132,0.55,0.901
0.436,0.5,0.568,0.123,0.421,0.924
0.252,0.442,0.409,0.134,0.297,0.908
0.088,0.387,0.2,0.166,0.157,0.891
0.001,0.551,0.021,0.31,0.026,0.844
0,0.721,0,0.52,0,0.752
0,0.778,0,0.611,0,0.596
0,0.825,0,0.62,0,0.556
0,0.839,0,0.605,0,0.632
0,0.824,0,0.589,0,0.68
0,0.792,0,0.554,0,0.668
0,0.792,0,0.503,0,0.581
0,0.781,0,0.431,0,0.415
0,0.78,0,0.335,0,0.312
0,0.773,0,0.221,0,0.294
0,0.707,0,0.12,0,0.262
0,0.564,0,0.054,0,0.204
0.014,0.412,0.02,0.022,0,0.137
0.139,0.176,0.226,0.037,0.095,0.092
0.296,0.114,0.439,0.135,0.319,0.072
0.438,0.295,0.588,0.168,0.538,0.125
0.551,0.506,0.68,0.141,0.697,0.213
0.575,0.424,0.711,0.093,0.769,0.21
0.538,0.26,0.705,0.052,0.779,0.213
0.46,0.16,0.653,0.026,0.735,0.209
0.4,0.093,0.564,0.018,0.597,0.201
0.294,0.048,0.408,0.019,0.373,0.207
0.103,0.021,0.203,0.027,0.195,0.219
0.002,0.03,0.02,0.091,0.049,0.261
0,0.045,0,0.259,0,0.318
0,0.039,0,0.409,0,0.282
0,0.041,0,0.477,0,0.191
0,0.056,0,0.494,0,0.116
0,0.068,0,0.486,0,0.081
0,0.246,0,0.472,0,0.074
0,0.494,0,0.439,0,0.081
0,0.632,0,0.387,0,0.106
0,0.655,0,0.338,0,0.167
0,0.614,0,0.286,0,0.249
0,0.598,0,0.244,0,0.295
0,0.585,0,0.229,0,0.276
0.019,0.534,0.015,0.212,0.002,0.208
0.21,0.267,0.159,0.095,0.241,0.099
0.437,0.362,0.323,0.141,0.486,0.026
0.606,0.328,0.515,0.176,0.663,0.036
0.711,0.237,0.629,0.17,0.772,0.026
0.715,0.214,0.705,0.154,0.827,0.021
0.71,0.232,0.731,0.135,0.835,0.036
0.656,0.281,0.682,0.125,0.793,0.053
0.576,0.359,0.579,0.125,0.687,0.067
0.403,0.434,0.426,0.139,0.495,0.094
0.175,0.496,0.219,0.179,0.285,0.132
0.005,0.68,0.027,0.261,0.032,0.199
0,0.799,0,0.331,0,0.362
0,0.853,0,0.311,0,0.508
0,0.848,0,0.245,0,0.545
0,0.791,0,0.172,0,0.496
0,0.757,0,0.119,0,0.474
0,0.692,0,0.106,0,0.536
0,0.628,0,0.123,0,0.487
0,0.641,0,0.162,0,0.462
0,0.662,0,0.175,0,0.522
0,0.661,0,0.137,0,0.455
0,0.706,0,0.09,0,0.415
0,0.735,0,0.061,0,0.33
0.034,0.687,0.03,0.051,0,0.278
0.15,0.38,0.266,0.02,0.056,0.183
0.368,0.307,0.472,0.035,0.224,0.1
0.529,0.828,0.618,0.051,0.515,0.046
0.688,0.806,0.706,0.035,0.706,0.001
0.609,0.785,0.743,0.015,0.556,0
0.545,0.779,0.739,0.005,0.36,0
0.584,0.788,0.69,0.001,0.505,0
0.524,0.748,0.59,0,0.616,0
0.302,0.666,0.436,0,0.52,0
0.124,0.526,0.234,0,0.287,0
0.005,0.455,0.032,0.006,0.051,0
0,0.424,0,0.024,0,0
0,0.37,0,0.033,0,0
0,0.365,0,0.033,0,0
0,0.38,0,0.026,0,0.001
0,0.384,0,0.015,0,0
0,0.417,0,0.012,0,0
0,0.442,0,0.013,0,0.002
0,0.465,0,0.018,0,0.003
0,0.505,0,0.033,0,0.001
0,0.516,0,0.072,0,0.001
0,0.481,0,0.151,0,0.001
0,0.448,0,0.192,0,0.001
0.024,0.459,0.037,0.144,0.001,0.001
0.189,0.233,0.286,0.028,0.192,0.002
0.376,0.057,0.493,0.002,0.435,0.001
0.552,0.127,0.638,0,0.615,0.013
0.717,0.196,0.727,0,0.73,0.074
0.772,0.207,0.756,0.004,0.787,0.164
0.76,0.214,0.654,0.016,0.796,0.283
0.696,0.222,0.537,0.036,0.752,0.37
0.57,0.207,0.567,0.044,0.648,0.371
0.39,0.176,0.465,0.039,0.485,0.332
0.161,0.165,0.259,0.032,0.265,0.291
0.005,0.204,0.04,0.024,0.05,0.283
0,0.239,0,0.02,0,0.257
0,0.262,0,0.054,0,0.197
0,0.238,0,0.193,0,0.162
0,0.205,0,0.465,0,0.148
0,0.207,0,0.676,0,0.145
0,0.227,0,0.748,0,0.186
0,0.24,0,0.769,0,0.296
0,0.235,0,0.781,0,0.481
0,0.205,0,0.75,0,0.607
0,0.157,0,0.697,0,0.62
0,0.12,0,0.629,0,0.556
0,0.102,0,0.545,0,0.439
0.033,0.093,0.037,0.431,0.002,0.335
0.267,0.045,0.288,0.148,0.182,0.19
0.489,0.006,0.494,0.265,0.424,0.044
0.641,0.008,0.643,0.207,0.604,0.044
0.732,0.008,0.734,0.073,0.708,0.214
0.745,0.016,0.778,0.011,0.765,0.298
0.71,0.028,0.772,0.001,0.774,0.355
0.626,0.028,0.721,0,0.727,0.386
0.499,0.016,0.621,0,0.632,0.38
0.328,0.003,0.465,0.001,0.481,0.37
