Load_MW_z1,Load_MW_z2,Load_MW_z3
6394,15992,36003
6146,15374,36921
5816,14759,37070
5186,14635,36924
5075,14783,36775
4954,15254,36610
4792,15775,35930
5194,15989,34699
5620,16325,34437
5478,15334,33274
5079,13504,32424
4573,12557,31745
4076,13384,31038
3466,13797,30294
2960,13296,30419
2677,12817,30366
2527,12373,30215
2446,11790,30183
2546,10959,30758
3017,12019,32107
4072,15396,34390
5106,18267,35773
5604,18712,36085
5881,17824,36042
6069,16622,36191
5885,15573,37087
5485,14051,37229
4834,13677,36779
4708,13795,36680
4640,14358,36586
4608,14913,36016
4882,15314,34819
5383,16192,34546
5268,15322,33504
4920,13580,31992
4428,12668,31259
3934,13393,30827
3387,13866,30414
2828,13437,30395
2538,13368,30143
2402,12710,30135
2328,11994,30162
2396,11198,30532
2697,12199,31707
3337,15604,33302
4381,17785,34428
5283,18422,34554
5844,17857,34599
6227,16938,34900
6172,15893,36094
5854,14812,35424
5113,13947,34785
4709,13641,34704
4402,14087,34347
4304,14202,34143
4611,14697,33157
5058,15724,32622
4980,14983,31801
4679,13336,30467
4289,12451,29779
3854,13402,29246
3256,13959,28876
2772,14035,28945
2496,13844,28285
2368,13667,28164
2327,12259,28217
2437,11538,28830
3070,12746,30120
4544,16808,32633
5513,19786,34691
5835,20320,35602
5996,18998,35730
6173,17388,35916
5931,16220,36801
5564,14570,36763
4931,13719,36318
4823,13889,36420
4658,14401,36691
4614,14827,36499
4961,15109,34875
5457,16142,34248
5325,15563,33236
5049,13766,31823
4671,12915,30564
4315,14018,29672
3822,14693,29047
3341,14107,29411
3123,13523,29079
2625,13059,28856
2453,12577,28861
2545,11638,29457
3015,12989,31084
4143,17357,33282
5212,19956,35048
5684,20274,35023
5787,18792,35052
5984,17180,35160
5781,15857,36652
5491,14177,36075
4972,13883,35598
4939,13733,35778
4875,14776,36268
4879,15141,36456
5179,15716,35170
5451,16532,34532
5334,15340,33242
5006,13616,31612
4565,12776,30365
4037,13825,29494
3414,14271,28725
2876,13688,28974
2599,13365,28573
2478,13044,28766
2443,12357,28984
2549,11407,29814
3148,12784,31534
4591,16810,33916
5591,19406,36220
5916,19621,36836
6144,18046,36969
6306,16902,37102
6128,15459,37915
5771,15364,37281
5179,15726,36945
5035,15870,37113
4948,15523,37116
4910,15632,36880
5198,16296,35396
5489,17069,35071
5382,16272,33927
5093,14310,32364
4734,13537,31206
4322,14529,30003
3506,14816,29324
3103,14304,29346
2837,13840,29000
2624,13400,28896
2621,12818,29146
2718,11965,29700
3165,13262,31293
4380,17432,34102
5333,19961,36154
5600,19993,36484
5868,18315,36614
6127,16828,36934
5920,15384,37722
5574,14725,37607
5004,14332,36897
4909,14673,37008
4849,15408,36970
4837,15691,36591
5152,15859,34978
5560,16749,34060
5352,15686,33453
5010,14028,32090
4487,13274,31051
4010,14225,30080
3420,14477,29649
2897,14177,29520
2634,13899,29360
2518,13451,29114
2444,12789,29279
2557,11807,29830
3147,12934,31324
4564,16405,33707
5596,18553,35639
5985,19598,36347
6197,18131,36233
6394,16771,36599
6181,15653,37462
5862,14584,37041
5127,13882,36326
4983,14028,36077
4859,14415,35978
4782,14883,35688
5124,15720,34323
5488,16847,33445
5390,16191,32754
4958,14335,31553
4446,13649,30311
3999,14562,29068
3441,14995,28789
2942,14611,28720
2656,14151,28519
2507,14042,28446
2444,13518,28648
2544,12432,29422
2998,13807,30944
4066,17638,32984
5043,19853,34626
5540,19750,35019
5795,18566,35623
5983,17100,35602
5692,15542,36978
5340,14762,36753
4674,14253,36251
4528,14446,36047
4399,15223,35772
4378,15549,35383
4730,15961,34270
5168,17082,33839
5042,16546,32964
4698,15010,31774
4196,14283,30628
3780,15191,29731
3256,15753,29471
2802,15148,29429
2529,14699,29226
2379,14368,29086
2324,13680,29084
2411,12713,29430
2729,13861,30771
3418,17155,32792
4365,19518,34408
5185,19416,34788
5633,17865,35510
5975,16499,36058
5869,15945,37738
5557,14993,36904
4873,14338,36557
4519,14221,36422
4238,14477,35810
4182,14815,35231
4461,15113,33789
4892,16028,32505
4782,15862,31763
4482,14263,30717
4107,13539,29662
3683,14748,29209
3181,15328,28927
2742,14930,29384
2483,14371,29344
2366,14077,29281
2317,13516,29235
2392,12561,29645
2746,13652,30865
3460,16826,32437
4410,19179,34267
5322,18323,35326
5825,16662,35785
6218,16256,36441
6123,15979,37403
5760,16006,36956
4998,15512,36285
4756,15534,36130
4537,15761,36342
4495,16079,35755
4774,16551,34334
5231,17353,32980
5076,16464,32405
4717,14678,31279
4243,14011,30191
3849,15117,29745
3296,15759,29327
2833,15310,29639
2569,14852,29316
2434,14454,28958
2399,13856,29129
2506,12988,29492
3055,14134,31068
4331,17788,33250
5272,19778,35509
5688,18708,36651
5947,17723,36927
6151,17557,37235
5884,15900,38277
5533,16360,37733
4872,15756,37083
4762,15852,37070
4694,16229,36791
4688,16083,36715
4978,16929,35238
5435,17916,34009
5414,16898,33515
5040,15010,31939
4404,14175,31187
3935,15394,30250
3317,16152,29711
2846,15423,29680
2586,14948,29617
2465,14706,29627
2433,14137,29495
2541,13087,30061
3075,14217,31272
4440,17903,33288
5416,18966,35086
5881,17282,35933
6083,17519,36419
6279,17287,36548
6016,15991,37647
5723,16106,37377
5236,15602,36511
5004,15065,36553
4929,15564,36382
4934,16407,35909
5180,17095,35040
5457,18091,34280
5353,17313,33725
5051,15341,31848
4497,14429,30635
3996,15455,29678
3390,15996,28896
2912,15429,28868
2674,14966,28679
2547,14675,28512
2520,14091,28334
2615,12682,28773
3097,13847,30471
4319,17623,32831
5315,19495,35045
5746,18946,36167
5964,18222,36201
6140,17166,36397
6000,16327,37317
5638,15996,37210
5214,15325,36539
5049,15013,36255
4922,15423,36100
4882,15853,35805
5084,16186,34911
5468,17223,33903
5349,16664,33337
4944,14986,31665
4415,14092,30392
3975,15191,29513
3376,15492,28990
2868,14918,28804
2587,14559,28696
2466,14365,28837
2420,13803,28813
2508,13132,29036
3024,14233,30623
4235,17888,32833
5346,20014,35037
5902,19738,35472
6239,19011,36014
6469,17297,36424
6276,16481,37474
5918,15924,37170
5171,15193,36177
4998,14977,35808
4856,15644,34870
4833,16296,35547
5132,16304,34369
5524,16764,33762
5377,15672,33128
5012,14105,31482
4432,13526,30286
3965,14714,29670
3394,15303,29092
2923,14693,29337
2630,14280,29071
2493,14008,29005
2426,13361,28949
2511,12244,29412
2931,13531,30944
3848,16792,32938
4875,18334,34693
5574,18056,35447
5786,17189,35825
5936,16174,36333
5809,15531,37792
5434,15881,37239
4826,15139,36620
4617,14844,36439
4452,15093,36208
4452,15784,36051
4743,16410,34785
5132,17238,33714
5038,16466,33060
4707,14559,31371
4199,13735,30235
3820,14494,29471
3276,15019,28982
2792,14711,29118
2497,14226,28947
2355,13857,28975
2331,13084,29078
2373,12030,29465
2679,12936,30576
3318,16042,32400
4233,18214,34269
5045,18538,34988
5674,17650,35372
6055,16620,35513
5966,15869,36793
5631,15149,36756
5000,14657,35818
4634,14444,35578
4334,14825,35174
4260,15006,34364
4518,15400,32939
4955,16115,31987
4897,15378,31363
4558,13655,30021
4161,13104,28826
3795,13982,28099
3355,14461,27844
2914,13900,28390
2592,13434,28260
2429,13091,28106
2341,12463,28126
2404,11590,28696
2817,12499,30191
3577,15595,32235
4741,17871,34246
5500,18156,34429
6076,17426,34643
6527,16406,35248
6396,15587,36641
6035,15346,36223
5323,14816,35194
4997,15113,35009
4722,15599,34525
4642,16000,33588
4813,16148,31871
5094,16520,31517
5000,15557,31344
4687,14044,30128
4354,13403,29538
3901,14356,28931
3319,14764,28358
2830,14264,28596
2537,13881,28324
2412,13592,28028
2342,12891,28107
2422,11762,28668
2850,12494,30199
3790,15616,33088
4905,17998,35491
5792,17943,35667
6208,16444,35975
6498,16245,36346
6074,15284,37399
5775,15270,37175
5271,14715,37095
5115,15114,36763
4966,15268,35940
4928,15916,35439
5163,16248,33657
5569,17122,33411
5464,16365,32572
5047,14442,31117
4633,14002,30234
4181,14671,29460
3529,14896,29054
3006,14804,29039
2685,14166,28929
2497,13654,28825
2448,12936,28874
2540,11831,29442
2937,12504,30782
3879,15859,33346
5002,18136,35632
6067,17877,35652
6486,16016,36047
6813,15471,36299
6618,15069,36861
6173,15386,36310
5436,14465,35548
5236,15093,35243
5052,15198,34926
4988,15516,34347
5293,16044,32958
5676,16695,32925
5586,16189,32324
5257,14937,30880
4759,14485,30115
4267,15314,29222
3596,15517,29009
2989,15009,29068
2620,14587,28905
2461,14331,28820
2397,13708,28845
2484,12539,29525
2891,13298,31308
3816,16597,33657
5039,18650,35804
5928,17428,35936
6376,16995,36545
6596,16804,36856
6371,16263,37679
6064,16334,36989
5354,15412,36372
5285,15177,36190
5171,15453,35827
5174,15914,35588
5446,16863,34107
5803,17565,33463
5753,16809,32932
5390,15157,31739
4895,14450,30695
4363,14910,30060
3668,15673,29679
3063,15223,29388
2739,14861,28604
2590,14586,28520
2530,14068,28660
2631,12886,29174
3048,13668,31272
4060,17221,34521
5335,19845,36470
6350,19233,36385
6830,17597,36726
7202,17187,36790
7011,16553,37817
6654,16731,37348
5742,16178,36475
5542,16094,36186
5366,16263,35725
5339,16560,35191
5570,17060,33502
5917,18072,33031
5835,17448,32495
5474,15641,31703
4979,14865,30709
4460,15780,30103
3770,15653,29478
3153,14946,29309
2799,14555,28839
2654,14228,28924
2576,13620,28958
2645,12545,29620
3029,13487,31160
3877,16811,34212
4971,19152,35820
5899,19084,36187
6362,17586,36862
6739,17109,37374
6519,16113,38461
6032,16015,37863
5306,15577,36832
5048,16033,36520
4839,16210,36038
4793,16227,35117
5105,16414,33798
5676,17852,32988
5835,17448,32495
5474,15641,31703
4979,14865,30709
4334,15459,29900
3613,15729,29387
3016,15058,29465
2676,14472,29248
2505,14077,29056
2428,13322,28975
2489,12598,29635
2825,13542,30983
3518,16800,32843
4464,18950,34498
5503,19360,34743
6127,18556,35100
6547,17804,35272
6469,16775,36349
6117,16034,36375
5366,15505,35730
4953,15142,35621
4567,15193,35000
4469,15276,34129
4717,15436,32484
5226,16264,31196
5250,15919,31364
4988,14564,30559
4690,14017,29785
4279,14822,29337
3701,15004,28865
3049,14439,29043
2733,13913,28686
2446,13687,28658
2412,13004,28684
2495,12099,29151
2964,12991,30713
4129,16992,33615
5394,18872,35643
6202,19216,36157
6634,18547,36427
6778,17616,36432
6479,17242,37268
6038,16385,37245
5368,16067,36820
5236,15664,36803
5073,16061,36518
5012,16269,36003
5242,16582,34621
5712,17096,33731
5668,16600,33431
5442,14862,31815
4920,14019,30864
4395,14662,29927
3686,14972,29272
3074,14375,29300
2744,13986,29120
2576,13520,28715
2523,12977,28769
2621,11972,29308
3095,13084,31093
4237,17067,33650
5534,19646,35812
6351,19738,35991
6608,18855,36186
6794,17989,36605
6519,17033,37454
6076,16002,36941
5283,15473,36335
5137,15278,36387
5059,15612,36342
5006,15931,36024
5209,15893,34784
5729,17027,34002
5682,16615,33566
5335,15087,32430
4873,14467,31271
4390,15105,30239
3664,15442,29408
3041,14945,29410
2741,14448,28917
2597,14163,28639
2528,13490,28655
2629,12673,29293
3106,13627,30790
4231,17527,33444
5633,20186,35656
6409,20062,35719
6699,19252,35703
6863,18305,35448
6600,17079,35562
6178,16822,35956
5405,15590,35778
5217,15532,35593
5038,15871,35387
5031,16062,35097
5242,16391,34024
5766,17387,33407
5680,17173,33158
5318,15394,31975
4849,14633,30984
4365,15580,30027
3661,15870,29525
3062,15348,29467
2745,15051,29100
2590,14716,28922
2519,14094,28965
2608,12968,29647
3110,13937,31318
4338,17358,33921
5633,18931,36491
6248,19850,36676
6502,18804,37114
6667,18070,37633
6374,17230,38390
5948,16322,38055
5204,15512,37086
5089,15068,37351
5025,15282,37012
4999,15719,36620
5209,16353,35042
5736,17453,33892
5661,17120,33629
5275,15394,32050
4815,14745,31439
4289,15734,31018
3638,16082,30528
3053,15366,30374
2739,15012,30022
2569,14654,29723
2513,14062,29617
2612,12876,30064
3139,14095,31824
4458,18116,34548
5717,20228,36572
6423,19092,36412
6654,17509,36550
6846,17182,37122
6614,17425,37946
6178,16664,37284
5393,16168,36891
5214,16330,36642
5053,16525,36679
5043,17323,36116
5285,17410,34597
5678,18009,33599
5650,17591,33240
5234,15715,32053
4773,14814,31204
4252,15720,30886
3674,16008,30456
3060,15405,30270
2750,14990,29962
2577,14666,29593
2518,13945,29608
2603,12778,30200
2995,13974,31568
3872,17968,33988
4981,20536,35461
5859,20493,35860
6234,18994,36634
6403,17965,36802
6002,16745,37511
5461,16150,37584
4829,15495,37649
4625,15201,37552
4448,15653,37248
4394,15889,36765
4664,16168,35066
5127,16887,33975
5065,16377,33445
4712,15180,32234
4200,14713,31653
3843,15228,30941
3334,15656,30420
2824,15282,30271
2515,14797,29872
2346,14595,29788
2272,14032,29924
2356,13102,30433
2699,14135,31842
3485,17825,34109
4534,20166,36283
5542,20148,36405
6125,18993,36648
6429,17674,37098
6184,16523,38510
5686,15395,37807
4893,14308,37218
4531,14082,37078
4325,14303,36360
4321,14409,35574
4526,14591,33692
5003,15288,32217
5005,15460,31917
4836,14234,31120
4397,13676,30682
4093,14236,30614
3651,14453,30295
2903,14427,30534
2639,14189,30315
2538,13879,30181
2496,13340,30160
2553,12611,30642
3008,14009,32265
4134,17748,34893
5028,20396,37142
5613,20269,37470
6233,18045,37626
6474,16856,38393
6207,15477,39761
5770,14733,39572
5282,14311,39082
4936,14791,39032
4836,15276,38996
4786,15797,37886
4934,16219,35829
5367,17081,34689
5301,16647,34142
5091,15283,33538
4606,14749,32740
4116,15341,32259
3432,15866,31844
2891,15246,31748
2615,14944,31236
2487,14601,30982
2430,13999,30974
2556,12916,31449
3213,14050,32657
4728,17938,35812
5857,19749,37576
6213,18758,37291
6263,16955,37504
6327,16264,38257
6015,16086,40071
5575,15104,39880
4938,14762,38817
4900,14512,38726
4830,14674,38389
4785,15247,37574
4968,16162,36212
5481,17038,35186
5479,17115,34891
5145,15508,33313
4615,14470,32402
4195,15520,31991
3507,15809,31405
2981,15192,31226
2714,14500,30818
2613,14544,30378
2566,13976,30401
2711,13040,31104
3315,14309,32735
4842,18454,35586
5916,20824,37763
6278,20260,38061
6395,17948,38665
6548,17364,38512
6289,17012,39238
5832,16057,38606
5125,15432,38018
5063,15299,37805
4976,15837,37379
4894,16399,36922
5089,16788,35035
5604,17125,34265
5570,16558,34554
5232,15344,33049
4700,14423,32302
4193,15306,31519
3505,15668,31275
2968,15191,31325
2669,14763,31394
2545,14429,30748
2494,13519,30358
2602,12680,30920
3213,13636,32321
4666,17615,35048
5745,19923,37282
6124,19556,37304
6285,17563,37596
6388,16527,37876
6060,16412,38652
5624,15714,38168
5026,15264,37752
4986,15171,38007
4923,15795,37805
4876,16233,37493
5108,16568,35629
5557,16894,34506
5545,16634,34594
5192,15137,33108
4616,14373,32517
4134,15134,31728
3695,15307,31086
3694,14591,30911
2934,14184,30657
2934,14053,30403
2847,13613,30465
2585,12729,30742
3065,13903,32600
4092,17737,35553
5469,19727,37725
5680,19450,37589
5680,18523,37567
6347,17272,37844
6325,16680,38704
5650,15737,38563
5133,15441,37644
5084,15570,37411
4965,15747,37205
4898,16340,36391
5101,16417,34379
5570,16991,33517
5531,16782,33531
5124,14931,32106
4580,14271,31344
4140,15299,31023
3504,15554,30472
2982,15054,30526
2682,14651,30191
2558,14349,29780
2508,13673,29898
2599,12502,30146
3101,13613,31552
4252,17528,34129
5314,20077,36153
5888,19529,36205
6078,18621,36174
6185,16791,36971
5918,15527,38668
5490,14914,38247
4832,14868,37342
4692,14693,37539
4545,14937,37237
4491,15359,36994
4739,15660,35338
5238,16444,34142
5207,16474,34015
4856,15063,32704
4397,14519,31951
3987,15175,31703
3387,15463,31194
2890,15142,31164
2592,14697,30857
2457,14338,30633
2392,13772,30530
2463,12698,30834
2798,13696,32107
3508,17255,34066
4526,19555,36106
5489,19476,36356
6026,17705,36362
6363,16988,36811
6215,16275,38063
5838,15800,37633
5077,14832,36887
4700,14610,36253
4348,14669,35811
4263,14632,35119
4426,14822,33265
4952,15632,32296
5001,15908,32721
4705,14429,31226
4358,13945,30561
3887,14917,30200
3307,15094,29741
2800,14591,29845
2524,14127,29941
2388,13933,29347
2357,13288,29394
2479,12252,29863
3124,13405,31190
4612,17057,34073
5630,18105,36308
5998,16715,36223
6191,15966,37029
6314,15281,38029
6017,15087,39229
5567,14854,39037
4895,14993,38247
4868,14725,38291
4767,15067,38122
4737,15668,37500
4930,16516,35814
5377,17250,34509
5350,16886,34737
5016,14818,33275
4521,14015,32171
4027,14999,31575
3420,15437,31039
2943,14905,30744
2671,14567,30462
2537,14255,29347
2480,13589,29394
2601,12400,29863
3175,13402,31190
4579,17406,34073
5568,18118,36308
5819,17426,36223
6014,15920,37029
6143,16239,38595
5964,15987,39609
5339,15832,39141
4906,15067,37806
4853,14202,37707
4843,14399,37404
4859,15292,36845
5037,15984,35253
5405,16799,34907
5440,16541,34960
5173,14893,32556
4711,14226,31420
4147,14931,30852
3435,15334,30290
2919,14708,30280
2638,14468,30131
2517,14186,30051
2472,13594,30138
2588,12543,30566
3206,13557,32223
4682,17160,35038
5844,18898,37527
6280,17331,38203
6490,16127,38096
6642,16293,38240
6423,16025,38452
5994,15677,38098
5402,14965,37429
5266,14963,37332
5062,15257,36921
5044,15316,36505
5283,15957,35133
5641,17075,34025
5679,16661,34230
5329,15571,33077
4760,14850,31779
4308,15596,31203
3583,15878,30624
3033,15176,30538
2719,14639,30084
2578,14313,29794
2528,13733,29834
2639,12610,30369
3225,13406,31633
4654,16963,34583
5716,18544,36907
6173,17003,37207
6374,16116,37461
6549,16696,38218
6365,16155,39394
5904,16492,38936
5193,15736,37875
5101,15246,37673
5013,15420,37530
5010,15942,36916
5136,16306,35281
5590,17063,34050
5567,17034,34195
5236,15883,32817
4716,15091,32021
4268,15530,31244
3689,15883,30680
3118,15198,30403
2799,14794,29869
2648,14321,29764
2573,13739,29764
2657,12756,30418
2964,13809,32361
3612,17609,34900
4460,20315,35632
5289,20071,34041
5662,18911,33173
5779,17373,33056
5588,16647,34271
5379,15868,34209
4714,14864,33837
4018,14288,32964
3571,14330,32409
3394,14370,31794
3624,14700,30355
4229,15541,29570
4340,15937,30411
4282,14648,29538
4123,14055,28700
3684,14947,28482
3063,15281,28156
2603,14566,28124
2338,14145,27918
2219,13725,27828
2185,13061,27969
2274,12005,28469
2711,13006,30151
3655,16787,32366
4725,19813,34969
5523,19144,36143
6053,18026,36880
6382,17112,37184
6178,15249,38040
5754,14689,37931
5040,14803,37661
4791,14951,37698
4607,15043,31847
4528,15655,30972
4805,16084,31643
5298,16720,32291
5332,16923,33448
5054,15502,32201
4595,14714,31120
4140,15609,30636
3514,15768,30280
2978,15115,30259
2654,14619,29811
2497,14235,29679
2432,13521,29705
2503,12419,30135
2801,13302,31390
3467,16902,33471
4457,19409,35406
5495,19271,36486
6051,18329,36941
6530,17253,36969
6445,16208,38228
6033,15623,37514
5237,15206,36723
4825,14710,36427
4469,14904,35837
4312,15142,35037
4500,15442,33327
5029,16025,32340
5155,16547,32685
4911,15250,31410
4526,14480,30741
4093,15399,30102
3449,15421,29680
2937,14699,29870
2600,14261,29573
2463,13919,29458
2434,13346,29524
2536,12313,29974
3129,13394,31366
4626,16596,34005
5628,19170,36227
6128,18194,36384
6381,15877,36442
6564,15530,37429
6236,15322,38474
5826,15080,38209
5303,15024,37734
5144,14990,37258
4949,14998,37264
4871,15471,36690
4939,15922,34977
5388,16746,34245
5437,17102,34427
5153,15447,32897
4728,14575,31934
4215,14973,31321
3557,15761,30946
3035,15041,30779
2745,14696,30341
2619,14405,29887
2567,13859,29765
2667,12738,30270
3236,13862,31845
4610,17120,34427
5721,19100,36768
6117,18924,37498
6190,18009,37632
6232,16818,38028
6014,16078,38442
5670,15877,38015
5000,14492,37111
4900,14166,36899
4819,14647,36845
4781,15443,36488
4930,15877,34782
5452,16561,34065
5449,16808,34138
5134,15583,33126
4586,14713,32010
4112,15697,31265
3448,15975,30472
2935,15249,30186
2642,14893,29924
2506,14597,29628
2446,14008,29608
2568,12796,29983
3169,14089,31723
4627,17834,34566
5741,19805,36341
6250,19864,36633
6379,19129,36896
6476,17323,36871
6258,15987,37336
5838,15731,36847
5135,14813,36118
4945,14659,36159
4748,14837,36072
4764,15176,35766
4898,15532,34330
5216,15998,33478
5316,16792,33753
5122,15836,32809
4854,15368,31866
4204,15846,30619
3503,16130,29651
2964,15295,29411
2690,14931,29276
2527,14682,29051
2430,13997,28994
2536,13062,29497
3114,14235,31368
4506,17278,34173
5599,17979,36235
5996,16152,36528
6064,15000,36304
6050,14821,37295
5784,14734,38238
5467,14721,37804
4906,14410,37367
4866,14281,36838
4811,14777,36636
4773,14946,36189
4918,15491,34138
5379,16619,32715
5417,15389,33599
5036,15235,32251
4453,15371,31045
4037,15952,30266
3411,16427,29718
2886,15752,29827
2596,15336,29537
2476,14957,29339
2418,14527,29503
2538,13545,29968
3142,14761,31622
4586,18645,34850
5653,20691,36877
5984,17414,36749
6167,15989,36665
6266,15561,37099
5969,14782,37668
5618,15015,38223
4903,14487,37327
4771,14662,36952
4698,15405,36585
4604,15395,36100
4801,15525,34570
5227,16544,33295
5243,16861,33863
4843,15567,32719
4332,15378,31844
3888,15847,31346
3314,16058,30740
2829,15334,30920
2568,14799,30801
2462,14376,30502
2399,13875,30543
2480,12994,30984
2989,14254,32419
4065,18209,34922
5161,20090,37082
5595,18884,37436
5731,17904,37623
5861,17202,38503
5580,15733,39346
5199,15163,39013
4604,14235,38441
4485,14334,37846
4327,14446,37474
4336,14368,36772
4499,14893,35202
4961,16074,33418
5005,15976,34408
4651,14765,33781
4227,14483,32867
3812,14932,32254
3272,15119,31842
2803,14668,31975
2525,14064,31771
2388,13824,31529
2307,13249,31550
2395,12279,31986
2730,13411,33499
3452,17033,35263
4460,19498,36710
5171,19013,36618
5774,18058,36570
6082,17402,37298
5949,16769,37679
5575,15370,37668
4896,14579,36989
4548,13838,36816
4264,14205,36232
4154,13971,35643
4285,14073,34153
4780,14476,32678
4870,15494,33640
4581,14274,32884
4178,13517,32468
3748,14411,31884
3179,14693,31488
2744,14224,31550
2491,13756,31304
2351,13407,31204
2300,12768,31085
2407,11736,31500
3009,12862,32835
4474,16927,35304
5456,19855,36999
5719,19781,36745
5879,18885,37047
6063,16807,36517
5802,16047,37179
5488,15308,37153
4984,14916,36517
4967,14691,36557
4901,15195,36454
4706,15504,35867
4887,15624,34402
5310,16039,33109
5259,15855,33481
4905,13855,32542
4457,13059,32144
3947,14242,31576
3361,14813,30956
2883,14389,30925
2620,13962,30557
2474,13642,30264
2409,13147,30332
2513,11975,30909
3091,12833,32328
4488,16895,35013
5448,19457,36262
5754,19673,36222
5860,18794,36579
5991,17004,37167
5863,15904,37573
5482,14953,37341
4912,14039,36987
4797,13786,36689
4699,13849,36423
4705,13915,36378
4906,14218,35322
5199,14957,34073
5184,15639,34307
4870,14270,33072
4352,13513,32467
3885,14677,32012
3314,15187,31262
2872,14623,31183
2619,14037,31179
2491,13600,30951
2449,12848,31094
2546,11964,31660
3095,13115,33080
4417,16830,35346
5460,19305,35756
5957,17313,35654
6062,16612,35676
6216,16131,36367
6010,15469,36942
5631,14460,36604
5028,13507,35801
4918,12994,35835
4870,13562,35616
4741,13798,35340
4923,14113,34261
5350,14827,33724
5351,15805,34175
5020,14507,33194
4569,13663,32066
4137,14662,31242
3567,15058,31052
3097,14378,31058
2844,13885,30711
2714,13605,30139
2646,13045,30077
2742,12085,30035
3269,13120,30715
4644,17042,34287
5550,18120,34741
5800,15572,35006
5927,15286,35454
5991,15056,36179
5752,14543,36441
5501,13874,36612
4919,14093,36174
4918,12994,35835
4870,13562,35616
4772,13627,35690
4931,14557,33903
5059,15034,33244
5431,15789,32909
5074,14849,32808
4504,14135,32204
4033,15003,31528
3439,15286,31002
2928,14591,31042
2661,14134,30658
2540,13712,30337
2474,13428,30018
2581,12448,30611
3191,13521,32255
4635,17186,34300
5684,18502,34785
6087,15745,34989
6231,15133,35359
6345,15030,35702
6104,15173,36279
5795,14873,36014
5093,14543,35125
4959,14537,34262
4865,14506,34256
4761,14880,33888
4908,15494,32750
5426,15972,31785
5408,16197,32165
5053,14723,31788
4513,14151,31296
4072,14457,30869
3477,15093,30667
2959,14486,30622
2678,13832,30056
2534,13381,29974
2457,12869,29875
2543,11916,30395
2994,12895,31862
3964,16199,33996
4982,18403,34967
5645,16660,34631
5899,15680,34928
6057,15272,35559
5822,15155,36081
5458,14496,36029
4785,13995,35619
4614,13563,35257
4479,13900,35272
4398,14416,34930
4600,14713,33719
5052,15673,32571
5137,16083,33233
4786,14206,32787
4291,12900,31956
3865,13828,31292
3326,14059,30934
2835,13582,30840
2552,13276,30431
2391,13076,30137
2331,12866,29838
2411,12185,30296
2737,12886,31720
3448,15722,33491
4370,17924,34850
5240,18523,34480
5691,17958,34535
6037,16844,34792
5978,16433,35517
5684,15014,34558
4718,13647,33415
4562,13101,32963
4279,13466,33269
4141,13272,32512
4236,13077,31164
4677,13803,30596
4798,14342,31229
4540,12989,31004
4154,12280,30509
3736,12981,30145
3221,13095,29818
2739,12413,29652
2484,12053,29170
2360,11615,29043
2320,11192,28786
2433,10927,29320
3074,12364,30656
4498,15974,32841
5437,18736,34050
5694,18765,33530
5918,17727,34321
6040,16487,34865
5837,15258,36136
5513,14527,35345
4879,13551,34869
4804,12914,34909
4823,13826,34494
4693,13581,33941
4871,13455,32408
5195,13995,31894
5205,15371,32570
4924,14125,32010
4411,13508,31398
3964,14212,30642
3372,14511,29996
2865,13801,29839
2591,13283,29474
2467,13040,29057
2420,12300,28935
2556,11160,29490
3177,11918,30705
4539,15197,32425
5614,17729,34340
5965,18046,34314
6104,17148,34357
6127,16389,35315
5846,15327,35756
5446,14260,35346
4767,13350,34884
4695,13384,34783
4571,13839,34252
4522,13822,34141
4652,13587,33247
5093,14241,32126
5184,15029,32902
4824,13386,32132
4334,12425,31455
3906,13305,30737
3331,13835,30082
2830,13557,29745
2552,13190,29299
2417,12957,28649
2365,12358,28517
2475,11406,28862
2911,12682,30562
3870,16232,32790
5154,18689,34712
5911,18399,34523
6109,17205,34308
6127,16389,35315
6216,15003,35443
5673,14118,34873
4855,13312,34372
4648,13030,34225
4526,13459,34415
4450,13548,34238
4600,13588,33154
5102,14216,32731
5119,15334,33083
4821,14212,32365
4325,13539,31394
3862,14275,30843
3302,14495,30297
2819,13805,29890
2559,13505,29020
2425,13257,28755
2374,12858,28735
2481,11801,29014
3082,12970,30524
4475,16856,32943
5487,19503,34334
5732,19096,34781
5813,17485,35312
5939,16012,35767
5718,14699,35721
5366,13379,36126
4763,12698,35359
4749,12665,35196
4660,12856,34915
4635,12964,34792
4840,13278,33947
5286,13755,32844
5334,15381,33117
4946,14266,32316
4396,13752,31739
3920,14306,31395
3366,14906,30917
2861,14435,30779
2595,14010,30414
2458,13663,30140
2401,12999,30127
2522,11965,30328
3129,13220,31705
4529,16653,33890
5598,18984,34658
5883,19031,34350
6052,17985,34808
6212,16236,35394
5994,15451,35395
5686,15230,35363
4985,13862,35479
4865,13271,35255
4776,13901,35230
4698,14228,34973
4850,14391,33578
5272,14699,32365
5343,15913,33077
4867,14733,32317
4354,14112,32031
3920,15259,31964
3369,15802,31303
2894,15155,31702
2617,14546,31107
2475,14286,30896
2417,13702,30737
2508,12612,30973
2973,13637,32116
4061,16831,34146
5033,18958,34945
5452,18611,34224
5625,17278,34540
5808,16133,35637
5579,15100,36131
5205,14616,35580
4584,13633,35305
4452,13313,35566
4328,13517,35259
4295,13938,35024
4437,14118,34329
4816,14321,32809
4904,15291,33825
4584,14471,32603
4138,14010,32180
3737,15031,31638
3261,15508,31312
2804,14929,31748
2531,14388,31298
